"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.260540360E1,-6.848065853E-1,-1.730275750E-1,-5.379095078E-1,8.878317631E-1
3.262391913E1,-9.167833924E-1,-1.744296551E-1,-4.483613968E-1,1.035347978E0
3.264248032E1,-9.469347596E-1,-2.696493864E-1,-1.563768387E-1,9.969202306E-1
3.266104157E1,-9.995289445E-1,-2.932416797E-1,3.197288513E-1,1.089621646E0
3.267960277E1,-1.067333937E0,-3.089323044E-1,6.415138245E-1,1.283035809E0
3.269816397E1,-9.719974995E-1,-2.935956717E-1,7.058534622E-1,1.236610960E0
3.271672517E1,-4.821690321E-1,-2.910928130E-1,6.188001633E-1,8.367410850E-1
3.273528637E1,1.513110399E-1,-3.268061280E-1,7.350502014E-1,8.185328794E-1
3.275384762E1,4.793952703E-1,-2.738795877E-1,1.211053848E0,1.330970051E0
3.277240881E1,4.078571796E-1,-2.325158119E-1,1.615032196E0,1.681885869E0
3.279097001E1,8.218097687E-2,-1.848471165E-2,1.421538353E0,1.424031842E0
3.280953121E1,4.801584482E-1,-1.881456971E-1,1.799661636E0,1.872093199E0
3.282809246E1,1.437336564E0,-4.896097779E-1,3.541212082E0,3.853029606E0
3.284665366E1,1.534775972E0,-4.440369606E-1,4.750823975E0,5.012288354E0
3.286521486E1,5.773229599E-1,-5.238404274E-1,4.360081673E0,4.429223723E0
3.288377736E1,-1.191400588E-1,-5.834276676E-1,1.604454994E0,1.711390670E0
3.290233730E1,-8.366480470E-2,-2.131173611E-1,-6.625967026E-1,7.010372311E-1
3.292088553E1,4.954155385E-1,3.754531741E-1,-1.758666992E0,1.865291192E0
3.293945970E1,1.394005775E0,8.401739001E-1,-7.138891220E-1,1.777296251E0
3.295802090E1,1.433261156E0,9.082747102E-1,4.799489975E-1,1.763392053E0
3.297658210E1,1.214422584E0,5.220533609E-1,1.000390053E0,1.657752147E0
3.299514329E1,8.494585752E-2,2.992678881E-1,5.880498886E-1,6.652666676E-1
3.301370454E1,-4.581048489E-1,1.321136355E-1,-3.423929214E-1,5.869812415E-1
3.303226574E1,-3.911094069E-1,3.027065992E-1,-9.143772125E-1,1.039559301E0
3.305082694E1,1.599419117E-2,4.570801854E-1,-1.462448120E0,1.532296516E0
3.306938814E1,4.668377042E-1,5.043449402E-1,-1.697731018E0,1.831554496E0
3.308794939E1,4.239332378E-1,5.654237866E-1,-1.664999962E0,1.808769837E0
3.310651058E1,3.853778243E-1,4.851248264E-1,-1.488449097E0,1.612247772E0
3.312507178E1,3.006360531E-1,3.463098407E-1,-1.539117813E0,1.605987604E0
3.314363298E1,1.896143556E-1,3.009557128E-1,-1.649060249E0,1.686987745E0
3.316219418E1,7.039135695E-2,2.809953094E-1,-1.745972633E0,1.769840033E0
3.318075543E1,1.116867065E-1,3.085448146E-1,-1.791746616E0,1.821545981E0
3.319931663E1,2.308210731E-1,3.581999540E-1,-1.739047050E0,1.790494406E0
3.321787782E1,3.051362634E-1,3.876856565E-1,-1.618140221E0,1.691681436E0
3.323643902E1,3.940379322E-1,4.122070074E-1,-1.371107101E0,1.484963027E0
3.325500022E1,5.057612658E-1,3.807070255E-1,-1.072978973E0,1.245799412E0
3.327356147E1,4.505213201E-1,3.240706921E-1,-8.076190948E-1,9.799183005E-1
3.329212267E1,3.433198333E-1,2.506994009E-1,-5.228242874E-1,6.738426619E-1
3.331068387E1,3.092745841E-1,7.890748978E-2,-2.886562347E-1,4.303482103E-1
3.332924506E1,3.400963545E-1,-1.340780258E-1,-2.691068649E-1,4.539393705E-1
3.334780626E1,4.689511061E-1,-2.915660143E-1,-4.285707474E-1,6.989984021E-1
3.336636746E1,4.030405879E-1,-3.013097048E-1,-5.027761459E-1,7.113459824E-1
3.338492871E1,1.496345401E-1,-3.205358982E-1,-1.318140030E-1,3.775032305E-1
3.340349152E1,4.824098945E-2,-4.648132324E-1,2.097988129E-1,5.122441566E-1
3.342205110E1,-5.389559269E-2,-4.790049195E-1,3.893537521E-1,6.196344020E-1
3.344061230E1,-1.120469421E-1,-4.888806343E-1,3.615674973E-1,6.182959218E-1
3.345917355E1,1.186780930E-1,-5.382463932E-1,4.165859222E-1,6.908961573E-1
3.347773475E1,3.548314273E-1,-5.830047131E-1,7.077665329E-1,9.832259671E-1
3.349629595E1,6.078622937E-1,-6.545227170E-1,1.297709465E0,1.575419440E0
3.351485715E1,7.732201815E-1,-7.275850773E-1,2.039323807E0,2.299150078E0
3.353341834E1,7.222810388E-1,-8.699932098E-1,2.619348526E0,2.852992251E0
3.355197960E1,4.207647145E-1,-1.002101302E0,3.022800446E0,3.212253492E0
3.357054079E1,6.678122282E-2,-9.434568882E-1,3.347516060E0,3.478567867E0
3.358910199E1,-5.862197280E-2,-8.127515912E-1,2.744454384E0,2.862871207E0
3.360766319E1,-1.252675802E-1,-5.707612038E-1,1.530806541E0,1.638544777E0
3.362622439E1,-7.914328575E-2,-2.880339622E-1,1.047173500E0,1.088944242E0
3.364483126E1,1.789616048E-1,-2.327435017E-1,1.181300163E0,1.217237392E0
3.366334684E1,1.000711322E-1,-2.147430182E-1,1.061636925E0,1.087750778E0
3.368190803E1,-1.302322149E-1,-2.034394741E-1,5.093126297E-1,5.636908765E-1
3.370046923E1,-2.295662910E-1,-7.686400414E-2,-6.175041199E-2,2.498436921E-1
3.371903043E1,-1.444868743E-1,-1.542472839E-2,-5.065050125E-1,5.269361506E-1
3.373759163E1,-1.997316331E-1,5.393052101E-2,-8.564319611E-1,8.810657922E-1
3.375615288E1,-4.574113488E-1,1.749947071E-1,-1.212924957E0,1.308065458E0
3.377471407E1,-6.034939289E-1,1.949908733E-1,-1.421141624E0,1.556235805E0
3.379327527E1,-6.438705921E-1,2.334589958E-1,-1.497621536E0,1.646797713E0
3.381183647E1,-4.487632513E-1,2.459226847E-1,-1.414292336E0,1.504024346E0
3.383039767E1,-2.119744271E-1,1.862877607E-1,-1.350461006E0,1.379630826E0
3.384895887E1,-1.256874204E-2,4.449725151E-2,-1.649823189E0,1.650471003E0
3.386752006E1,1.982319355E-2,-2.728128433E-2,-2.108783722E0,2.109053345E0
3.388612689E1,-1.164805293E-1,-5.464553833E-3,-2.192288876E0,2.195387913E0
3.390464251E1,-1.781010628E-1,9.786605835E-3,-1.928916931E0,1.937146431E0
3.392320522E1,-3.181629777E-1,1.698458195E-2,-1.489274025E0,1.522975140E0
3.394176491E1,-5.152445436E-1,-1.213955879E-2,-1.192446709E0,1.299058683E0
3.396032610E1,-7.403435111E-1,-3.214883804E-2,-1.248128891E0,1.451539800E0
3.397888736E1,-1.076147437E0,4.686975479E-2,-1.306538582E0,1.693320155E0
3.399744855E1,-1.398044944E0,4.920578003E-2,-1.057621002E0,1.753714075E0
3.401600975E1,-1.566748142E0,2.809119225E-2,-5.468235016E-1,1.659670087E0
3.403457095E1,-1.604271173E0,-8.613193035E-2,1.561450958E-2,1.606657562E0
3.405313215E1,-1.480897069E0,-2.077556849E-1,2.930011749E-1,1.523833404E0
3.407169334E1,-1.467330933E0,-1.891112328E-1,4.736547470E-1,1.553438748E0
3.409025454E1,-1.383280277E0,-8.923327923E-2,6.905031204E-1,1.548619212E0
3.410881579E1,-1.271090388E0,-6.580674648E-2,9.229183197E-1,1.572189406E0
3.412737694E1,-1.052311301E0,-2.108514309E-1,1.247734070E0,1.645800021E0
3.414593819E1,-7.898667455E-1,-3.124967813E-1,1.482683182E0,1.708769479E0
3.416449939E1,-2.340304255E-1,-2.862488031E-1,1.618952751E0,1.660637416E0
3.418306058E1,3.935631216E-1,-1.633461714E-1,1.762285233E0,1.813070088E0
3.420162178E1,6.741211414E-1,3.334784508E-2,1.630189896E0,1.764389551E0
3.422018303E1,5.593082905E-1,3.111673594E-1,1.382985115E0,1.523909025E0
3.423874423E1,9.535360336E-1,7.300627232E-2,2.297161102E0,2.488274505E0
3.425729251E1,1.482016087E0,-1.241588593E-1,4.489645958E0,4.729556843E0
3.427586663E1,1.244376659E0,-3.283270001E-1,5.603429794E0,5.749321469E0
3.429442782E1,-6.968586147E-2,-4.201523662E-1,3.265626907E0,3.293281529E0
3.431297611E1,-4.928240180E-1,-2.740852833E-1,3.025817871E-2,5.647245458E-1
3.433155022E1,-4.414068758E-1,4.240143299E-1,-2.133424759E0,2.219488541E0
3.435011147E1,4.430613518E-1,9.848029613E-1,-2.679430485E0,2.888855821E0
3.436867267E1,1.230480194E0,1.443850040E0,-2.047543526E0,2.791275504E0
3.438723387E1,1.694010496E0,1.366062164E0,-1.419330597E0,2.598133319E0
3.440579506E1,1.857590914E0,8.531986475E-1,-1.296302795E0,2.420535658E0
3.442435626E1,1.415086985E0,5.127532482E-1,-1.327745438E0,2.007061288E0
3.444291746E1,6.334987879E-1,4.539985657E-1,-1.244654655E0,1.468536899E0
3.446147871E1,2.506002784E-1,4.591938257E-1,-9.954643250E-1,1.124548217E0
3.448003991E1,3.479429334E-2,5.100268126E-1,-1.159134865E0,1.266858961E0
3.449860110E1,1.336000860E-2,5.977154970E-1,-1.287594795E0,1.419627649E0
3.451716230E1,1.421245039E-1,6.665945649E-1,-9.074096680E-1,1.134874440E0
3.453572350E1,2.876253724E-1,5.295844078E-1,-4.443283081E-1,7.487427096E-1
3.455428470E1,2.274389714E-1,4.822688103E-1,-2.539939880E-1,5.906137799E-1
3.457284590E1,2.764505148E-1,5.654689670E-1,-4.099750519E-1,7.511721393E-1
3.459140710E1,5.761054158E-1,6.735972762E-1,-6.373424530E-1,1.091712482E0
3.460996834E1,9.022182226E-1,7.655420303E-1,-5.337495804E-1,1.298052748E0
3.462852954E1,1.092483640E0,8.174590468E-1,-2.143239975E-1,1.381193170E0
3.464709074E1,1.225568295E0,8.311668634E-1,1.889448166E-1,1.492834935E0
3.466565194E1,1.382397175E0,7.672362328E-1,5.509777069E-1,1.674290841E0
3.468425881E1,1.341637135E0,6.630759239E-1,6.984539032E-1,1.651513771E0
3.470277434E1,1.209049940E0,5.887500048E-1,5.561513901E-1,1.455243174E0
3.472133553E1,1.228646517E0,6.135568619E-1,1.050233841E-1,1.377335906E0
3.473989678E1,1.285050154E0,5.886996984E-1,-4.419612885E-1,1.480962867E0
3.475845798E1,1.241239905E0,5.002312660E-1,-5.924091339E-1,1.463508252E0
3.477701918E1,1.381042004E0,2.922858000E-1,-4.948892593E-1,1.495868772E0
3.479558038E1,1.096713781E0,1.649363041E-1,-4.729080200E-1,1.205664588E0
3.481414157E1,5.493930578E-1,4.007875919E-2,-8.077621460E-4,5.508536025E-1
3.483270277E1,5.106087923E-1,-3.331491947E-1,6.619720459E-1,8.999537290E-1
3.485126397E1,7.970604300E-1,-6.675423384E-1,1.042695999E0,1.472458166E0
3.486982517E1,1.326344132E0,-8.589892387E-1,1.158699989E0,1.959499154E0
3.488838637E1,1.801620841E0,-1.152961016E0,1.211027145E0,2.457995831E0
3.490694762E1,1.706689119E0,-1.461840510E0,1.638758659E0,2.781239898E0
3.492549590E1,1.314914823E0,-1.733881474E0,2.829715729E0,3.569683048E0
3.494407001E1,1.065541625E0,-1.896085382E0,3.891928673E0,4.458433304E0
3.496263121E1,9.644026756E-1,-1.951628804E0,4.077616692E0,4.622324674E0
3.498119241E1,1.349145174E0,-2.124962330E0,3.157526970E0,4.038023547E0
3.499975360E1,1.458228350E0,-2.043716908E0,2.157613754E0,3.310363399E0
3.501831480E1,1.410337806E0,-2.081817627E0,1.462622643E0,2.909000232E0
3.503687600E1,1.057810307E0,-2.181512833E0,8.214101791E-1,2.559819440E0
3.505543725E1,4.636816382E-1,-2.069199800E0,3.917932510E-1,2.156406833E0
3.507399845E1,2.702784538E-2,-1.939314246E0,2.212209702E-1,1.952078115E0
3.509255965E1,1.243525371E-2,-1.817270398E0,-3.874588013E-2,1.817725936E0
3.511112084E1,1.480874568E-1,-1.641223311E0,-5.961027145E-1,1.752393306E0
3.512968204E1,4.190115631E-1,-1.443071485E0,-1.166064262E0,1.902033613E0
3.514824324E1,4.821791649E-1,-1.407456875E0,-1.486266136E0,2.102954738E0
3.516680444E1,5.153859854E-1,-1.436532736E0,-1.563846588E0,2.185146486E0
3.518536564E1,1.323201060E-1,-1.345144510E0,-1.096708298E0,1.740600889E0
3.520401928E1,-7.361620665E-2,-1.460440755E0,-4.877176285E-1,1.541484684E0
3.522248803E1,-2.120613456E-1,-1.458575726E0,5.546474457E-2,1.474954067E0
3.524104928E1,-2.278281301E-1,-1.482983112E0,1.762895584E-1,1.510702676E0
3.525961048E1,-3.416469097E-1,-1.536357522E0,7.600402832E-2,1.575720045E0
3.527817168E1,-3.874187171E-1,-1.530582190E0,2.380285263E-1,1.596694298E0
3.529673288E1,-3.277819455E-1,-1.596253991E0,6.503353119E-1,1.754538066E0
3.531529407E1,-3.392504752E-1,-1.720587492E0,1.002015114E0,2.019788724E0
3.533385527E1,-3.874164224E-1,-1.836851597E0,1.034513474E0,2.143439619E0
3.535241647E1,-4.688798785E-1,-1.960591435E0,7.771024704E-1,2.160475727E0
3.537097767E1,-4.012995660E-1,-2.057479620E0,5.606317520E-1,2.169924351E0
3.538953887E1,-2.705106735E-1,-2.036990643E0,4.286661148E-1,2.099109702E0
3.540810006E1,-9.156525135E-2,-2.003298044E0,4.517440796E-1,2.055641010E0
3.542666131E1,-5.173419416E-2,-1.976976275E0,4.470338821E-1,2.027548005E0
3.544522251E1,-1.354219615E-1,-1.909300566E0,2.384443283E-1,1.928891769E0
3.546378371E1,-1.593093276E-1,-1.719325423E0,2.356719971E-2,1.726851119E0
3.548234491E1,3.260274231E-2,-1.514286757E0,-1.617965698E-1,1.523254887E0
3.550090611E1,2.240067273E-1,-1.230791211E0,-2.146577835E-1,1.269292710E0
3.551946730E1,3.433671296E-1,-8.736879230E-1,6.290435791E-2,9.408445837E-1
3.553802850E1,9.282286763E-1,-9.711018801E-1,3.604307175E-1,1.390883762E0
3.555658970E1,1.014129996E0,-1.185860395E0,6.158838272E-1,1.677509289E0
3.557515090E1,3.570022881E-1,-1.139664173E0,9.925193787E-1,1.552861803E0
3.559371215E1,-3.186867237E-1,-8.563985229E-1,7.796373367E-1,1.201171942E0
3.561227329E1,-6.815063953E-1,-3.372817338E-1,2.999305725E-2,7.609924561E-1
3.563083454E1,-3.741859496E-1,1.790263653E-1,-4.178190231E-1,5.887599684E-1
3.564939574E1,3.160494864E-1,6.760973930E-1,-1.277389526E-1,7.571738260E-1
3.566795694E1,1.068760395E0,7.404987812E-1,2.626733780E-1,1.326493321E0
3.568656376E1,1.260651827E0,6.505638361E-1,3.072576523E-1,1.451510799E0
3.570507934E1,1.402385712E0,4.368376136E-1,4.401674271E-1,1.533381932E0
3.572364053E1,1.587259650E0,3.517872095E-1,6.132335663E-1,1.737585349E0
3.574220173E1,1.750398993E0,3.322619796E-1,4.034595490E-1,1.826766068E0
3.576076293E1,1.526419640E0,3.614628911E-1,8.065891266E-2,1.570706274E0
3.577932413E1,1.191628337E0,2.227936983E-1,1.165571213E-1,1.217867270E0
3.579788532E1,7.746158242E-1,8.666232228E-2,3.816242218E-1,8.678577533E-1
3.581644652E1,6.157727838E-1,4.595205188E-2,4.548254013E-1,7.669118971E-1
3.583500777E1,8.123107553E-1,-2.595910430E-2,-2.459545135E-1,8.491267638E-1
3.585356897E1,9.250541925E-1,1.756676435E-1,-6.832981110E-1,1.163391890E0
3.587213017E1,1.019394994E0,3.896647096E-1,-5.543127060E-1,1.224037301E0
3.589069137E1,9.680736065E-1,3.885808587E-1,-2.610769272E-1,1.075324487E0
3.590925256E1,8.246727586E-1,3.792226911E-1,-1.865577698E-1,9.266600291E-1
3.592781376E1,8.607217669E-1,5.293135643E-1,8.521938324E-2,1.014040015E0
3.594637496E1,9.998733401E-1,6.056397557E-1,2.734909058E-1,1.200559655E0
3.596493616E1,9.876338840E-1,5.497074127E-1,-1.574583054E-1,1.141223925E0
3.598349736E1,8.920459151E-1,6.067695618E-1,-4.032974243E-1,1.151765613E0
3.600215079E1,7.613150477E-1,6.935793161E-1,-3.427076340E-1,1.085403792E0
3.602061975E1,7.833599448E-1,6.158397794E-1,-3.103523254E-1,1.043661824E0
3.603918095E1,6.602014303E-1,6.508148909E-1,-3.692131042E-1,9.978698648E-1
3.605774215E1,5.438079834E-1,6.987762451E-1,-3.152971268E-1,9.399083156E-1
3.607630334E1,5.522761941E-1,6.328218579E-1,-3.139715195E-1,8.966886937E-1
3.609486454E1,5.382613540E-1,6.380475760E-1,-3.408823013E-1,9.016821711E-1
3.611342574E1,5.391217470E-1,7.357779741E-1,-4.528427124E-2,9.132755064E-1
3.613198699E1,4.622896314E-1,7.328518033E-1,2.635526657E-1,9.056729412E-1
3.615054819E1,2.895108461E-1,5.574029684E-1,2.547988892E-1,6.778178761E-1
3.616910939E1,2.164396644E-2,4.823011756E-1,3.455047607E-1,5.936804064E-1
3.618767058E1,4.227415845E-2,4.170446396E-1,5.840005875E-1,7.188671797E-1
3.620627850E1,4.665984213E-1,2.106628418E-1,7.127494812E-1,8.775561194E-1
3.622479298E1,4.945650101E-1,1.388555765E-2,9.444351196E-1,1.066182467E0
3.624337548E1,1.530337930E-1,-2.742405534E-1,5.525112152E-1,6.355280213E-1
3.626191538E1,-4.864190221E-1,-4.301731586E-1,2.873821259E-1,7.100992168E-1
3.628047657E1,-4.348217547E-1,-5.134330392E-1,3.347434998E-1,7.514896238E-1
3.629903777E1,-1.413138658E-1,-4.939536452E-1,6.912879944E-1,8.613007044E-1
3.631759897E1,1.450344622E-1,-3.967602849E-1,9.680595398E-1,1.056216356E0
3.633616017E1,2.426352799E-1,-3.812563419E-1,6.138286591E-1,7.622426779E-1
3.635472137E1,-2.907419801E-1,-5.005501509E-1,-5.866432190E-2,5.818271695E-1
3.637328256E1,-8.408008814E-1,-5.356189609E-1,-4.745140076E-1,1.104082124E0
3.639184376E1,-9.658737183E-1,-4.952530861E-1,-4.889383316E-1,1.190482403E0
3.641040496E1,-5.028849244E-1,-5.652783513E-1,-4.496850967E-1,8.801417772E-1
3.642896616E1,-6.358715892E-2,-5.421463847E-1,-3.735666275E-1,6.614514755E-1
3.644752736E1,-2.719611824E-1,-4.080824852E-1,-3.618917465E-1,6.094750492E-1
3.646608855E1,-6.032418609E-1,-2.446037531E-1,-5.274457932E-1,8.378131077E-1
3.648469543E1,-8.229523897E-1,-9.792327881E-2,-5.972776413E-1,1.021557725E0
3.650321100E1,-9.398854375E-1,3.265392780E-2,-3.931083679E-1,1.019306187E0
3.652177220E1,-9.292213917E-1,9.989178181E-2,5.908679962E-2,9.364411422E-1
3.654033340E1,-7.905593514E-1,2.830982208E-3,2.270908356E-1,8.225341028E-1
3.655889460E1,-6.495975256E-1,-1.593883038E-1,1.002788544E-2,6.689410550E-1
3.657745579E1,-6.881918311E-1,-2.378650904E-1,-1.528072357E-1,7.440012425E-1
3.659601699E1,-8.057329655E-1,-3.791902065E-1,-2.570476532E-1,9.268572276E-1
3.661457819E1,-1.038671136E0,-3.760567904E-1,-5.282077789E-1,1.224442688E0
3.663313939E1,-1.277771115E0,-1.919198036E-1,-9.044542313E-1,1.577203123E0
3.665170058E1,-1.470083952E0,1.054363251E-1,-8.591861725E-1,1.706008360E0
3.667026178E1,-1.439355850E0,2.365002632E-1,-7.008876801E-1,1.618308122E0
3.668882298E1,-1.416072249E0,3.744596243E-1,-7.989721298E-1,1.668483470E0
3.670738418E1,-1.285851002E0,5.604478121E-1,-6.667356491E-1,1.553077904E0
3.672599100E1,-9.288462400E-1,6.217372417E-1,-3.342609406E-1,1.166637438E0
3.674450657E1,-4.707893133E-1,6.620951891E-1,5.147457123E-2,8.140406921E-1
3.676306907E1,-2.277491540E-1,8.094438314E-1,6.318197250E-1,1.051791404E0
3.678162897E1,-1.460784823E-1,9.277032018E-1,1.271104813E0,1.580404884E0
3.680019017E1,-3.074265122E-1,8.103547692E-1,1.149674416E0,1.439769834E0
3.681875137E1,-5.204442739E-1,6.993677020E-1,5.003948212E-1,1.005172822E0
3.683731256E1,-6.160413027E-1,8.054989576E-1,3.064994812E-1,1.059375943E0
3.685587376E1,-5.035931468E-1,9.193620086E-1,5.783424377E-1,1.197210314E0
3.687443496E1,-2.467633039E-1,8.682783246E-1,5.687713623E-1,1.066911543E0
3.689299616E1,-2.154552341E-1,9.396804571E-1,1.632919312E-1,9.777957732E-1
3.691155736E1,-3.000711799E-1,8.930429816E-1,-1.414194107E-1,9.526635974E-1
3.693011855E1,-4.403592050E-1,8.688070178E-1,-1.776018143E-1,9.900930603E-1
3.694867975E1,-6.404711604E-1,9.895967841E-1,6.685247421E-1,1.355149598E0
3.696724095E1,-7.110069990E-1,1.027382374E0,1.682545662E0,2.095711192E0
3.698580215E1,-8.982795477E-1,9.821167588E-1,2.201615334E0,2.572658071E0
3.700441012E1,-1.113047600E0,9.497991204E-1,1.795827866E0,2.316460889E0
3.702292454E1,-1.072703838E0,1.068933964E0,1.090680122E0,1.866251985E0
3.704148579E1,-9.862064719E-1,1.204853296E0,8.255891800E-1,1.762348480E0
3.706004699E1,-6.191366315E-1,1.012299180E0,9.099216461E-1,1.495338490E0
3.707860819E1,-2.369911671E-1,8.645596504E-1,1.029938698E0,1.365431040E0
3.709716934E1,5.771005154E-2,8.372009993E-1,1.315883636E0,1.560700390E0
3.711573053E1,3.665414751E-1,5.280730724E-1,1.536690712E0,1.665722716E0
3.713429178E1,5.034017563E-1,8.248865604E-2,1.261754990E0,1.360971477E0
3.715285298E1,3.744606376E-1,-2.250666022E-1,8.386611938E-1,9.456364749E-1
3.717141418E1,5.104913116E-1,-4.425092638E-1,8.844766617E-1,1.112975648E0
3.718997538E1,6.544130445E-1,-5.988703370E-1,1.140082359E0,1.444537954E0
3.720853657E1,8.241381645E-1,-8.396767378E-1,1.670587540E0,2.043311887E0
3.722709777E1,1.139104605E0,-1.143485546E0,1.858341217E0,2.461412313E0
3.724567501E1,1.055291891E0,-1.217598796E0,1.398739815E0,2.133696528E0
3.726422017E1,1.041275501E0,-1.322295427E0,9.249725342E-1,1.920493180E0
3.728278262E1,1.107546806E0,-1.318235159E0,6.865491867E-1,1.853578606E0
3.730134256E1,1.410511255E0,-1.291225791E0,4.492855072E-1,1.964348114E0
3.731990376E1,1.532451034E0,-1.335644960E0,-7.577896118E-3,2.032833258E0
3.733846496E1,1.543990135E0,-1.383876920E0,-3.009214401E-1,2.095131161E0
3.735702616E1,1.274621010E0,-1.306329012E0,-5.787124634E-1,1.914696404E0
3.737558736E1,1.032718778E0,-1.161771655E0,-1.105728149E0,1.907578620E0
3.739414855E1,1.015922189E0,-1.017023921E0,-1.574748039E0,2.132197678E0
3.741270975E1,9.781271815E-1,-8.681935668E-1,-1.605591774E0,2.070849535E0
3.743127095E1,7.581860423E-1,-7.579473853E-1,-1.590652466E0,1.918203738E0
3.744983215E1,5.362089872E-1,-6.621942520E-1,-1.379485130E0,1.621419295E0
3.746839334E1,3.385701478E-1,-5.917782187E-1,-1.225950241E0,1.402777673E0
3.748695454E1,2.468602657E-1,-5.753203034E-1,-9.006175995E-1,1.096834310E0
3.750551569E1,2.623767853E-1,-5.493072867E-1,-8.075590134E-1,1.011301949E0
3.752412251E1,1.558886468E-1,-5.189950466E-1,-7.644062042E-1,9.370026540E-1
3.754263814E1,1.993508041E-1,-5.242084265E-1,-9.615964890E-1,1.113194963E0
3.756119934E1,1.424261332E-1,-4.210496247E-1,-1.196330070E0,1.276234159E0
3.757976053E1,3.433780074E-1,-2.410757542E-1,-1.392346382E0,1.454185141E0
3.759832168E1,5.123982430E-1,-9.043025970E-2,-1.382974625E0,1.477615783E0
3.761688288E1,3.759433329E-1,1.244181395E-2,-1.423243523E0,1.472110836E0
3.763545307E1,2.813981771E-1,9.053051472E-3,-1.516989708E0,1.542894898E0
3.765401427E1,1.330664754E-1,1.133031845E-1,-1.465828896E0,1.476210910E0
3.767257547E1,9.611490369E-2,1.560762525E-1,-1.168004036E0,1.182299158E0
3.769113667E1,2.371208966E-1,2.166379094E-1,-7.536058426E-1,8.191947689E-1
3.770969786E1,4.750050306E-1,3.386386633E-1,-5.385751724E-1,7.939578955E-1
3.772825901E1,5.707947016E-1,3.627836108E-1,-5.049352646E-1,8.440249766E-1
3.774682026E1,4.526478648E-1,3.507497311E-1,-3.228759766E-1,6.573920897E-1
3.776538146E1,3.852851987E-1,2.155510783E-1,1.058521271E-1,4.539951811E-1
3.778394266E1,2.904761434E-1,3.234503865E-1,9.705533981E-1,1.063470940E0
3.780250231E1,3.477812409E-1,5.273844600E-1,1.730759621E0,1.842448106E0
3.782106226E1,8.048041463E-1,5.534388423E-1,1.747769356E0,2.002174315E0
3.783962345E1,1.000502110E0,6.170540452E-1,9.795465469E-1,1.530121434E0
3.785818465E1,9.000197649E-1,8.315659165E-1,7.533473969E-1,1.438426137E0
3.787674585E1,1.042297721E0,9.129166603E-1,1.101812363E0,1.770251917E0
3.789530705E1,1.005624771E0,8.666217327E-1,1.539870262E0,2.033104727E0
3.791386824E1,7.993974686E-1,7.709084153E-1,1.757162094E0,2.078690627E0
3.793242944E1,5.917676091E-1,4.862373471E-1,1.866757393E0,2.017770756E0
3.795099064E1,3.715246320E-1,1.720579267E-1,2.029124260E0,2.070019262E0
3.796955184E1,3.073088527E-1,-7.988822460E-2,2.173688889E0,2.196757666E0
3.798811304E1,3.380527496E-1,-4.348601103E-1,2.047862053E0,2.120641876E0
3.800667424E1,1.488854289E-1,-7.245792747E-1,2.057360649E0,2.186301634E0
3.802523543E1,-4.164456427E-1,-7.537237406E-1,2.248338699E0,2.407603239E0
3.804388866E1,-9.828629494E-1,-6.828647852E-1,1.963165283E0,2.299204606E0
3.806235783E1,-1.233390689E0,-6.904730201E-1,1.132588387E0,1.811287397E0
3.808091903E1,-1.144983768E0,-5.808187723E-1,5.576953888E-1,1.399772275E0
3.809948022E1,-6.355091929E-1,-5.201081038E-1,2.859516144E-1,8.695704110E-1
3.811804142E1,-1.554844081E-1,-6.762721539E-1,-3.966760635E-1,7.992942679E-1
3.813660262E1,-1.095877290E-1,-5.894881487E-1,-1.178473473E0,1.322235030E0
3.815516382E1,-4.074668884E-2,-4.784958065E-1,-1.508234978E0,1.582842784E0
3.817372496E1,-3.291386366E-2,-4.653569460E-1,-1.086206436E0,1.182152626E0
3.819228616E1,1.021474004E-1,-5.084500313E-1,-5.491046906E-1,7.552956288E-1
3.821084736E1,-2.032305598E-1,-5.346338153E-1,-7.036123276E-1,9.067559123E-1
3.822940856E1,-7.512758970E-1,-5.033485889E-1,-1.249801636E0,1.542653365E0
3.824796976E1,-1.045863032E0,-5.448155999E-1,-1.428134918E0,1.852086085E0
3.826653095E1,-1.100534439E0,-5.472798944E-1,-1.152021408E0,1.684590353E0
3.828513778E1,-1.072494030E0,-5.149679184E-1,-9.622344971E-1,1.530140722E0
3.830365335E1,-1.107871056E0,-3.569749594E-1,-9.943351746E-1,1.530853303E0
3.832221455E1,-1.050724030E0,-3.321254253E-1,-1.250234604E0,1.666557785E0
3.834077574E1,-9.623830318E-1,-3.473812938E-1,-1.680059433E0,1.967092921E0
3.835933694E1,-8.896141648E-1,-2.935355902E-1,-1.795994282E0,2.025628783E0
3.837789814E1,-8.455358148E-1,-9.375870228E-2,-1.432944298E0,1.666448580E0
3.839645934E1,-6.764725447E-1,-4.309976101E-2,-1.033908844E0,1.236301011E0
3.841502054E1,-4.685989320E-1,-3.209984303E-2,-7.718248367E-1,9.035092349E-1
3.843358174E1,-3.650810122E-1,8.393990993E-2,-5.671100616E-1,6.796645320E-1
3.845214293E1,-1.876796484E-1,9.765553474E-2,-6.102695465E-1,6.459018294E-1
3.847070413E1,1.382124424E-2,1.126260757E-1,-7.812576294E-1,7.894549659E-1
