"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.308821506E1,-2.754766047E-1,-1.225594163E0,6.449031830E-2,1.257826464E0
1.310677631E1,-6.298783422E-1,-1.210199594E0,1.559801102E-1,1.373193205E0
1.312538558E1,-7.397718430E-1,-1.248255372E0,1.880769730E-1,1.463139365E0
1.314394663E1,-6.223708391E-1,-1.229526281E0,1.075401306E-1,1.382260908E0
1.316250902E1,-4.259016812E-1,-1.155256867E0,5.454730988E-2,1.232471533E0
1.318102137E1,-3.596855998E-1,-1.098450780E0,1.940803528E-1,1.172021770E0
1.319958267E1,-3.519751132E-1,-9.982889891E-1,2.880477905E-1,1.097013635E0
1.321819194E1,-3.326070905E-1,-9.699209332E-1,2.172098160E-1,1.048119362E0
1.323675319E1,-2.828841805E-1,-9.484249353E-1,2.073564529E-1,1.011202263E0
1.325531423E1,-2.969451249E-1,-8.855606318E-1,2.558822632E-1,9.684367673E-1
1.327382772E1,-2.858183980E-1,-8.217214942E-1,1.685523987E-1,8.861874981E-1
1.329238897E1,-2.879377007E-1,-8.293893933E-1,-4.230213165E-2,8.789677785E-1
1.331095335E1,-3.181410432E-1,-7.582152486E-1,-1.476621628E-1,8.354090021E-1
1.332955928E1,-3.075293303E-1,-6.916904449E-1,-6.934547424E-2,7.601439044E-1
1.334807277E1,-3.376076818E-1,-7.064153552E-1,-1.997184753E-2,7.831988736E-1
1.336663402E1,-4.182575643E-1,-6.952568293E-1,8.836364746E-2,8.161676194E-1
1.338521324E1,-3.780808151E-1,-6.449650526E-1,1.689910889E-1,7.664744027E-1
1.340393928E1,-1.299401969E-1,-5.267719030E-1,1.920318604E-2,5.429013308E-1
1.342292069E1,2.730745077E-2,-3.610283136E-1,-3.784418106E-1,5.237416769E-1
1.344180407E1,8.144967258E-2,-2.214655876E-1,-6.758565903E-1,7.158653409E-1
1.346073637E1,1.781793088E-1,-5.744791031E-2,-8.112134933E-1,8.325355610E-1
1.347968710E1,4.557482898E-1,-1.368460059E-1,-4.538669586E-1,6.575929966E-1
1.349861944E1,6.422078609E-1,-2.884558439E-1,1.254339218E-1,7.151023558E-1
1.351750220E1,4.696124494E-1,-1.937811971E-1,5.502080917E-1,7.488764579E-1
1.353643449E1,2.434789538E-1,-1.303858757E-1,4.985399246E-1,5.699337979E-1
1.355536480E1,2.112708241E-2,-2.140635252E-2,3.729829788E-1,3.741936504E-1
1.357421314E1,-1.168500632E-2,6.138688326E-2,6.539993286E-1,6.569779377E-1
1.359314553E1,1.427635849E-1,1.649045944E-1,7.417249680E-1,7.731305805E-1
1.361202913E1,3.548598886E-1,1.351997852E-1,2.263431549E-1,4.420811534E-1
1.363096147E1,3.288699389E-1,2.380459905E-1,-2.168550491E-1,4.602688808E-1
1.364974110E1,4.758338928E-1,2.255398035E-1,-1.341228485E-1,5.433921558E-1
1.366830345E1,5.796390772E-1,1.868674159E-1,1.055774689E-1,6.180999052E-1
1.368686361E1,6.339960694E-1,1.863663197E-1,3.541288376E-1,7.497270535E-1
1.370537715E1,6.412830353E-1,1.145613194E-1,4.918889999E-1,8.162861113E-1
1.372393840E1,4.915422797E-1,5.779927969E-2,4.779634476E-1,6.880433320E-1
1.374254741E1,2.893378437E-1,-2.167069912E-2,2.507009506E-1,3.834540046E-1
1.376106095E1,7.903029025E-2,-2.055299282E-2,6.097698212E-2,1.019137117E-1
1.377962220E1,8.051693439E-3,9.087443352E-3,1.183452606E-1,1.189664327E-1
1.379818345E1,7.635425031E-2,-2.214491367E-2,1.428003311E-1,1.634389896E-1
1.381676272E1,1.037935913E-1,-8.479118347E-3,-2.218341827E-2,1.064758615E-1
1.383532397E1,1.695637107E-1,3.231054544E-2,-1.900119781E-1,2.567106838E-1
1.385388522E1,3.270504773E-1,9.919202328E-2,-3.254680634E-1,4.719433572E-1
1.387242850E1,4.259635806E-1,1.855132580E-1,-5.081472397E-1,6.885301432E-1
1.389098980E1,5.201035738E-1,1.724564433E-1,-6.633262634E-1,8.603782215E-1
1.390955105E1,5.142583251E-1,1.741148233E-1,-5.666379929E-1,7.847650678E-1
1.392811230E1,5.527511835E-1,1.941426396E-1,-4.061508179E-1,7.128700599E-1
1.394672137E1,5.782312155E-1,2.118863463E-1,-3.217821121E-1,6.948315551E-1
1.396523486E1,5.718513727E-1,1.776837707E-1,-3.388242722E-1,6.880315416E-1
1.398379611E1,5.799790621E-1,1.275734305E-1,-2.932748795E-1,6.623147647E-1
1.400240512E1,4.871295094E-1,1.401823759E-1,-2.471065521E-1,5.639218967E-1
1.402096642E1,5.228664279E-1,1.541588306E-1,-1.709766388E-1,5.713031223E-1
1.403947991E1,5.936845541E-1,2.036405802E-1,-1.376571655E-1,6.425576479E-1
1.405804116E1,5.809915066E-1,2.990306616E-1,-5.711841583E-2,6.559214745E-1
1.407665126E1,5.699276924E-1,3.528717756E-1,-5.541896820E-2,6.726123153E-1
1.409521142E1,5.432132483E-1,3.129406571E-1,-2.712078094E-1,6.830564866E-1
1.411377272E1,5.956405401E-1,3.681324124E-1,-2.552919388E-1,7.453073863E-1
1.413228621E1,6.692525148E-1,4.061856270E-1,-5.980587006E-2,7.851512175E-1
1.415084751E1,7.161172628E-1,3.878791928E-1,1.114788055E-1,8.220107824E-1
1.416942668E1,7.084666491E-1,3.061981201E-1,2.173423767E-1,8.018229170E-1
1.418797282E1,6.421124935E-1,2.786585093E-1,2.729063034E-1,7.512901367E-1
1.420654923E1,5.273036957E-1,2.191319466E-1,2.337665558E-1,6.170209073E-1
1.422509256E1,5.566238761E-1,2.260681391E-1,2.860231400E-1,6.653917489E-1
1.424365381E1,7.424932718E-1,2.173098326E-1,4.321918488E-1,8.861769666E-1
1.426226282E1,8.024947643E-1,1.529598236E-1,7.035732269E-1,1.078151121E0
1.428082407E1,8.023508191E-1,8.192539215E-3,7.271623611E-1,1.082866129E0
1.429933762E1,7.299057841E-1,4.443764687E-3,6.572437286E-1,9.822176539E-1
1.431789887E1,7.674171925E-1,-5.525159836E-2,5.303974152E-1,9.345069847E-1
1.433650923E1,8.085408211E-1,-8.665800095E-2,5.269412994E-1,9.689762647E-1
1.435506913E1,8.946698308E-1,-2.358700037E-1,7.011384964E-1,1.160889295E0
1.437363038E1,9.534361362E-1,-3.927046061E-1,8.394584656E-1,1.329642015E0
1.439214392E1,8.820175529E-1,-4.973902702E-1,8.176021576E-1,1.301470450E0
1.441070517E1,7.468570471E-1,-6.821000576E-1,5.976638794E-1,1.174843841E0
1.442931418E1,4.842891395E-1,-8.396819234E-1,4.324970245E-1,1.061440238E0
1.444787657E1,2.323035598E-1,-9.323539138E-1,4.597434998E-1,1.065182074E0
1.446643673E1,3.043714166E-2,-8.431051373E-1,4.082212448E-1,9.372285084E-1
1.448495022E1,1.864627600E-1,-8.415688872E-1,2.383708954E-2,8.623078103E-1
1.450351152E1,2.300206125E-1,-7.807691693E-1,-7.140216827E-1,1.082745095E0
1.452209074E1,6.531295180E-2,-7.962540984E-1,-1.405694962E0,1.616868794E0
1.454065204E1,-8.337402344E-2,-7.934608459E-1,-1.715064526E0,1.891554300E0
1.455919527E1,-1.809701771E-1,-7.795698047E-1,-1.523694038E0,1.721081871E0
1.457775657E1,-9.039658308E-2,-8.403912783E-1,-9.375362396E-1,1.262300774E0
1.459636559E1,1.668772101E-1,-9.263868332E-1,-3.964529037E-1,1.021379201E0
1.461492684E1,2.743995190E-1,-9.410943985E-1,-1.386594772E-1,9.900405111E-1
1.463348923E1,1.582586169E-1,-9.359611273E-1,-7.987499237E-2,9.526011946E-1
1.465200163E1,-1.164469719E-1,-8.881796002E-1,-4.091930389E-2,8.967147199E-1
1.467056288E1,-5.018981099E-1,-7.345317602E-1,-4.605770111E-2,8.908198086E-1
1.468917189E1,-7.017276883E-1,-6.310616732E-1,-1.532936096E-1,9.561168938E-1
1.470773314E1,-7.635861635E-1,-4.679827690E-1,-2.504663467E-1,9.299489728E-1
1.472629439E1,-6.863456368E-1,-3.019827604E-1,-3.057537079E-1,8.097834591E-1
1.474480793E1,-5.780926943E-1,-2.303959131E-1,-3.650703430E-1,7.214913688E-1
1.476336918E1,-4.668033719E-1,-1.254163980E-1,-4.575414658E-1,6.655665660E-1
1.478197934E1,-5.094724894E-1,-8.902680874E-2,-3.659429550E-1,6.335631274E-1
1.480053944E1,-5.039989948E-1,-1.082109213E-1,-1.345710754E-1,5.327607011E-1
1.481905298E1,-5.115858316E-1,-3.322637081E-2,8.331298828E-2,5.193891690E-1
1.483761423E1,-4.001758695E-1,4.485106468E-2,1.457519531E-1,4.282475643E-1
1.485622324E1,-2.410186827E-1,8.220922947E-2,3.936862946E-2,2.576785824E-1
1.487475475E1,-2.202434242E-1,1.214860678E-1,2.399253845E-2,2.526690968E-1
1.489331600E1,-4.143130481E-1,8.871102333E-2,1.532726288E-1,4.505745735E-1
1.491185928E1,-6.717416048E-1,1.279008389E-1,2.283163071E-1,7.209186808E-1
1.493042053E1,-6.542607546E-1,1.685519218E-1,6.829261780E-2,6.790660991E-1
1.494902960E1,-6.108021140E-1,3.322221041E-1,-5.193328857E-2,6.972430103E-1
1.496759084E1,-4.541355371E-1,4.015630484E-1,-2.832031250E-2,6.068723161E-1
1.498615210E1,-3.378888965E-1,3.486717939E-1,1.507310867E-1,5.083903881E-1
1.500466559E1,-3.879508376E-1,2.401720285E-1,3.638944626E-1,5.836160001E-1
1.502322689E1,-5.442950726E-1,1.417654753E-1,4.775075912E-1,7.378130357E-1
1.504183694E1,-6.746941209E-1,8.768618107E-2,6.170215607E-1,9.184860529E-1
1.506039715E1,-6.620790362E-1,9.863126278E-2,5.921945572E-1,8.937399900E-1
1.507891064E1,-6.695774794E-1,2.005345821E-1,4.023523331E-1,8.064958273E-1
1.509747194E1,-6.715053320E-1,3.145132065E-1,1.989364624E-1,7.677328207E-1
1.511608236E1,-6.268010139E-1,3.560991287E-1,1.626434326E-1,7.390121695E-1
1.513464220E1,-3.229202926E-1,1.743695736E-1,3.464078903E-1,5.046589839E-1
1.515320340E1,-2.102386951E-2,-1.533921957E-1,6.215105057E-1,6.405048614E-1
1.517171694E1,-2.255228460E-1,-3.177163005E-1,1.055562019E0,1.125173488E0
1.519027824E1,-4.112218618E-1,-4.510446787E-1,1.185104370E0,1.333048045E0
1.520885746E1,-5.232329369E-1,-3.817187548E-1,9.671897888E-1,1.164018042E0
1.522741871E1,-5.495699048E-1,-2.169163823E-1,8.247413635E-1,1.014533446E0
1.524597996E1,-2.898453474E-1,-2.657123208E-1,7.624406815E-1,8.578631334E-1
1.526452329E1,2.465039492E-3,-3.111183047E-1,7.083988190E-1,7.737115500E-1
1.528308454E1,2.992374003E-1,-3.576008677E-1,5.224828720E-1,7.002926202E-1
1.530169376E1,3.958048820E-1,-3.561948538E-1,2.437591553E-3,5.324868265E-1
1.532025480E1,4.582936466E-1,-1.887267828E-1,-4.102907181E-1,6.434200326E-1
1.533876834E1,6.858140230E-1,-1.222717762E-2,-6.187591553E-1,9.237712218E-1
1.535732960E1,9.896038771E-1,1.017212868E-2,-7.751588821E-1,1.257096097E0
1.537589084E1,1.008112073E0,1.448512077E-2,-8.415594101E-1,1.313286721E0
1.539450100E1,6.968541145E-1,-1.239805222E-1,-8.262605667E-1,1.087972128E0
1.541306110E1,4.365726709E-1,-3.701388836E-1,-6.145105362E-1,8.397747848E-1
1.543157465E1,3.219984174E-1,-4.979139566E-1,-3.326444626E-1,6.798923646E-1
1.545013590E1,4.750690460E-1,-5.002238154E-1,-1.772909164E-1,7.122826216E-1
1.546874600E1,5.806946158E-1,-2.596499920E-1,-1.827344894E-1,6.618279602E-1
1.548730616E1,5.685121417E-1,-5.249065161E-2,-4.170150757E-1,7.070098282E-1
1.550586746E1,3.558698893E-1,8.675557375E-2,-7.003622055E-1,7.903651856E-1
1.552438095E1,2.333355844E-1,2.103753090E-1,-8.020563126E-1,8.613928222E-1
1.554294220E1,3.470789194E-1,2.669091821E-1,-8.197479248E-1,9.293497447E-1
1.556152168E1,5.510617495E-1,2.793622017E-1,-7.625532150E-1,9.814273774E-1
1.558008267E1,5.454860926E-1,3.212966919E-1,-6.787166595E-1,9.281395075E-1
1.559862600E1,4.392578602E-1,2.774736285E-1,-6.453809738E-1,8.285262118E-1
1.561718725E1,4.096845984E-1,4.449391365E-1,-4.256849289E-1,7.396079800E-1
1.563579756E1,4.751550555E-1,5.422117710E-1,-2.724533081E-1,7.707118375E-1
1.565435756E1,5.922430754E-1,5.605936646E-1,-3.581094742E-1,8.906511734E-1
1.567291881E1,6.480192542E-1,6.634263396E-1,-4.236297607E-1,1.019571300E0
1.569143230E1,4.999397397E-1,7.122008204E-1,-3.630590439E-1,9.428582191E-1
1.570999355E1,3.008638024E-1,7.474063635E-1,-1.346139908E-1,8.168575312E-1
1.572860251E1,2.914621830E-1,8.328256011E-1,3.148651123E-2,8.829156734E-1
1.574716381E1,4.864366651E-1,7.412243485E-1,-3.960323334E-2,8.874697629E-1
1.576567730E1,4.511613250E-1,6.808528304E-1,2.056503296E-2,8.170251149E-1
1.578423860E1,3.894096017E-1,5.518974066E-1,2.256145477E-1,7.121323679E-1
1.580279986E1,3.551324308E-1,4.975202680E-1,4.560403824E-1,7.626390305E-1
1.582140887E1,4.208678007E-1,4.204059243E-1,5.580625534E-1,8.156620994E-1
1.583997121E1,5.365982056E-1,3.069583774E-1,5.176534653E-1,8.063040306E-1
1.585848361E1,5.697044134E-1,2.729476094E-1,5.438976288E-1,8.335995122E-1
1.587704491E1,5.060120821E-1,3.176955581E-1,7.061901093E-1,9.250314401E-1
1.589562439E1,5.234357715E-1,3.034363389E-1,8.884029388E-1,1.074857386E0
1.591418538E1,5.807539225E-1,3.531839848E-1,9.487495422E-1,1.167107424E0
1.593274663E1,7.595446110E-1,3.649438620E-1,1.007096291E0,1.313139359E0
1.595128991E1,8.872219324E-1,2.556781769E-1,8.346223831E-1,1.244639952E0
1.596985121E1,5.650788546E-1,1.691629887E-1,6.919860840E-1,9.092716695E-1
1.598846022E1,1.499045491E-1,2.761113644E-2,6.726255417E-1,6.896802651E-1
1.600702147E1,7.310467958E-2,-2.300408483E-1,8.113069534E-1,8.464526323E-1
1.602558272E1,1.591361463E-1,-4.155582190E-1,1.285367966E0,1.360214598E0
1.604409621E1,2.039825320E-1,-6.210480928E-1,1.593299866E0,1.722182937E0
1.606265751E1,-2.988651395E-2,-7.774497271E-1,1.432564735E0,1.630203362E0
1.608126647E1,-4.568588734E-2,-9.334440231E-1,6.947546005E-1,1.164512301E0
1.609982777E1,-2.010713518E-1,-8.567298651E-1,-2.074499130E-1,9.041300883E-1
1.611832835E1,-3.263114691E-1,-7.366698980E-1,-1.106719971E0,1.368937839E0
1.613716204E1,-5.020690560E-1,-6.036195755E-1,-1.765604496E0,1.932301520E0
1.615614308E1,-5.542126894E-1,-5.437434316E-1,-1.822640419E0,1.981117544E0
1.617504517E1,-4.655482173E-1,-6.865532398E-1,-1.223429680E0,1.478130805E0
1.619397746E1,-3.551494777E-1,-8.392404318E-1,-4.948377609E-1,1.036976405E0
1.621289152E1,-2.293259501E-1,-9.550008774E-1,-4.866600037E-3,9.821612653E-1
1.623182381E1,-2.057359517E-1,-9.116114378E-1,2.886400223E-1,9.780980308E-1
1.625070798E1,-3.335917890E-1,-8.067572713E-1,2.677059174E-1,9.131304587E-1
1.626964152E1,-4.049924612E-1,-6.552512050E-1,-7.261180878E-2,7.737218557E-1
1.628857277E1,-4.269761443E-1,-4.620487094E-1,-5.880155563E-1,8.611387415E-1
1.630745637E1,-4.250835180E-1,-3.078925014E-1,-9.874849319E-1,1.118311352E0
1.632639215E1,-4.027557969E-1,-2.707615495E-1,-1.128623962E0,1.228542265E0
1.634536980E1,-4.276227951E-1,-2.112700939E-1,-8.033094406E-1,9.342389228E-1
1.636430215E1,-4.324982762E-1,-1.658190489E-1,-4.088697433E-1,6.178391238E-1
1.638283923E1,-5.113869905E-1,-1.120309830E-1,-2.000694275E-1,5.604421211E-1
1.640140048E1,-5.753115416E-1,-5.202889442E-2,1.729488373E-2,5.779182370E-1
1.642000949E1,-5.562862158E-1,-4.529547691E-2,2.274160385E-1,6.026807519E-1
1.643852621E1,-4.479502439E-1,-1.591229439E-2,7.566452026E-3,4.482966355E-1
1.645713199E1,-2.760932446E-1,1.196775436E-1,-3.433980942E-1,4.565878286E-1
1.647564548E1,-1.310299933E-1,2.216855288E-1,-3.946332932E-1,4.712205098E-1
1.649420678E1,-1.122060120E-1,2.188510895E-1,-1.471519470E-1,2.866002163E-1
1.651278600E1,-2.685202062E-1,1.931741238E-1,1.940546036E-1,3.835055833E-1
1.653134725E1,-3.075487614E-1,1.271327734E-1,5.229320526E-1,6.198442662E-1
1.654990850E1,-2.725690603E-1,1.680636406E-2,5.571231842E-1,6.204535348E-1
1.656845178E1,-1.460854113E-1,2.385234833E-2,5.514068604E-1,5.709285486E-1
1.658701616E1,9.387040138E-2,3.124475479E-4,6.604709625E-1,6.671084186E-1
1.660562210E1,4.959195852E-2,-1.173460484E-2,7.259292603E-1,7.277158472E-1
1.662418329E1,-1.741672456E-1,-1.371002197E-2,4.682788849E-1,4.998072710E-1
1.664269684E1,-2.399240285E-1,3.138840199E-2,8.009052277E-2,2.548789185E-1
1.666125808E1,7.869696617E-2,-1.214735508E-1,1.070346832E-1,1.800151645E-1
1.667986736E1,3.426254988E-1,-1.976789236E-1,4.866008759E-1,6.270961662E-1
1.669842840E1,3.746552467E-1,-4.070796371E-1,8.824625015E-1,1.041547143E0
1.671698965E1,3.164920807E-1,-5.229828954E-1,1.255208969E0,1.396147522E0
1.673550314E1,4.080080390E-1,-6.109992266E-1,1.727125168E0,1.876899560E0
1.675406439E1,2.085562944E-1,-6.307030320E-1,1.646718025E0,1.775658271E0
1.677267449E1,5.141824484E-3,-4.569146037E-1,7.126064301E-1,8.465254382E-1
1.679123465E1,2.417665720E-2,-2.619599104E-1,-4.797935486E-1,5.471831089E-1
1.680979584E1,1.730120480E-1,-1.954078674E-1,-1.119480133E0,1.149501271E0
1.682830939E1,3.114610314E-1,-2.187807560E-1,-1.074422836E0,1.139849738E0
1.684696241E1,3.623070717E-1,-2.501676679E-1,-8.744754791E-1,9.790595691E-1
1.686547965E1,4.505015612E-1,-2.241755724E-1,-7.147140503E-1,8.740838161E-1
1.688404090E1,8.075954914E-1,-2.585283518E-1,-8.670701981E-1,1.212789394E0
1.690255444E1,8.485110998E-1,-2.600520253E-1,-8.094949722E-1,1.201199506E0
1.692111569E1,6.526975036E-1,-2.324000597E-1,-2.997751236E-1,7.549098911E-1
1.693972470E1,3.116963506E-1,-2.440578938E-1,5.967903137E-2,4.003504181E-1
1.695828600E1,-4.378843307E-2,-1.501089334E-1,-4.808235168E-2,1.635910490E-1
1.697684720E1,-1.712183803E-1,7.931971550E-2,-3.004331589E-1,3.547780066E-1
1.699536074E1,7.408823073E-2,2.990208864E-1,-5.011320114E-1,5.882481188E-1
1.701392199E1,1.840799153E-1,4.841613173E-1,-7.620391846E-1,9.214126737E-1
1.703253126E1,1.492461264E-1,5.802843571E-1,-8.523406982E-1,1.041868037E0
1.705109225E1,1.815066189E-1,5.827437043E-1,-7.261095047E-1,9.485620119E-1
1.706965350E1,2.547625303E-1,5.344393849E-1,-5.084180832E-1,7.803962778E-1
1.708816699E1,2.842876911E-1,5.462290645E-1,-2.266798019E-1,6.561778835E-1
1.710672824E1,3.924518824E-1,5.564464927E-1,-4.162311554E-2,6.821903422E-1
1.712528954E1,5.060516596E-1,5.568344593E-1,1.970481873E-2,7.526892965E-1
1.714385527E1,6.426714063E-1,5.339986086E-1,2.084255219E-2,8.358321975E-1
1.716241204E1,5.265911222E-1,6.105206013E-1,9.747219086E-2,8.121172591E-1
1.718097329E1,5.649513602E-1,5.865579247E-1,1.590156555E-1,8.297627475E-1
1.719958230E1,6.928319931E-1,5.366681218E-1,1.928024292E-1,8.973302738E-1
1.721811381E1,7.488567233E-1,5.325151682E-1,2.968997955E-1,9.656646856E-1
1.723667501E1,9.766004086E-1,5.101431608E-1,2.528448105E-1,1.130453405E0
1.725521834E1,1.185298920E0,4.937710762E-1,1.585693359E-1,1.293788097E0
1.727377960E1,1.247474194E0,4.608874321E-1,2.374649048E-1,1.350925116E0
1.729238975E1,1.099695683E0,3.018720150E-1,4.849281311E-1,1.239198370E0
1.731095090E1,8.300433159E-1,2.572926283E-1,5.734272003E-1,1.041148480E0
1.732951220E1,7.245439291E-1,3.218089342E-1,4.128561020E-1,8.938540464E-1
1.734802460E1,7.863734365E-1,2.843635082E-1,2.844171524E-1,8.832547214E-1
1.736658584E1,1.208890915E0,1.386165619E-3,5.331497192E-1,1.321237219E0
1.738519491E1,1.197731614E0,-1.882330179E-1,1.253050804E0,1.743596572E0
1.740375610E1,8.559421301E-1,-4.182996154E-1,1.787936211E0,2.025913965E0
1.742226965E1,4.491620064E-1,-7.275564075E-1,1.641136169E0,1.850516890E0
1.744083090E1,1.454086900E-1,-7.707855105E-1,1.327108383E0,1.541580569E0
1.745944017E1,1.574368328E-1,-6.360598803E-1,9.341220856E-1,1.141026993E0
1.747800110E1,4.370672107E-1,-4.124398232E-1,5.093345642E-1,7.877538021E-1
1.749656241E1,6.300747395E-1,-3.202626705E-1,-2.299947739E-1,7.432764973E-1
1.751507590E1,4.688292146E-1,-4.462412596E-1,-9.167423248E-1,1.122207015E0
1.753363715E1,8.177142590E-3,-6.042472124E-1,-1.095524788E0,1.251141927E0
1.755224621E1,-2.723011971E-1,-8.381002545E-1,-6.468086243E-1,1.093124593E0
1.757080741E1,-5.926760659E-2,-1.108130455E0,-1.124773026E-1,1.115399883E0
1.758936866E1,2.929257154E-1,-1.231867313E0,4.100179672E-1,1.330946012E0
1.760788220E1,5.214224458E-1,-1.181535244E0,7.673368454E-1,1.502235912E0
1.762644652E1,5.203037262E-1,-1.050915956E0,3.485584259E-1,1.223369646E0
1.764502267E1,3.234327435E-1,-8.407322764E-1,-5.672416687E-1,1.064519897E0
1.766358392E1,2.328955531E-1,-6.007034183E-1,-1.299372673E0,1.450329024E0
1.768212720E1,9.378296137E-2,-4.172523022E-1,-1.622551918E0,1.677965868E0
1.770068845E1,2.052273974E-2,-3.554673195E-1,-1.486094475E0,1.528154111E0
1.771925277E1,-1.673993468E-2,-3.837779760E-1,-9.766731262E-1,1.049502814E0
1.773785871E1,-3.028684668E-2,-3.989423513E-1,-5.399265289E-1,6.720066588E-1
1.775637225E1,6.521256175E-3,-2.826560736E-1,-3.836946487E-1,4.766115464E-1
1.777493350E1,4.160892218E-2,-1.998715401E-1,-4.935789108E-1,5.341348857E-1
1.779349475E1,8.409415185E-2,-1.426963806E-1,-6.258764267E-1,6.474221072E-1
1.781210486E1,3.609172255E-2,-1.208972931E-1,-6.101350784E-1,6.230438041E-1
1.783066501E1,-4.535762221E-2,-1.124107838E-1,-4.719629288E-1,4.872807244E-1
1.784922626E1,-5.182008445E-2,-6.073701382E-2,-3.996868134E-1,4.075829422E-1
1.786773975E1,-3.358532488E-2,1.990687847E-2,-3.570566177E-1,3.591847521E-1
1.788637605E1,-1.325243711E-1,7.187354565E-2,-2.802495956E-1,3.182268866E-1
1.790491001E1,-2.899726331E-1,1.333334446E-1,-8.647251129E-2,3.306651337E-1
1.792347241E1,-3.905578256E-1,2.111687660E-1,1.323461533E-1,4.632959822E-1
1.794198475E1,-2.938474119E-1,2.037316561E-1,3.254384995E-1,4.834905439E-1
1.796054605E1,-2.539824545E-1,2.841289043E-1,2.738695145E-1,4.692982340E-1
1.797915501E1,-3.272319734E-1,3.556718826E-1,1.540594101E-1,5.072647774E-1
1.799768652E1,-3.426772654E-1,3.858072758E-1,3.361368179E-1,6.158432614E-1
1.801624777E1,-3.504291475E-1,3.893022537E-1,7.791337967E-1,9.388324160E-1
1.803479105E1,-3.969097137E-1,3.441064358E-1,9.703884125E-1,1.103449243E0
1.805335230E1,-5.311719775E-1,4.983091354E-1,7.698717117E-1,1.059791544E0
1.807196131E1,-4.458863139E-1,5.264698267E-1,4.480438232E-1,8.226350047E-1
1.809052256E1,-1.707013324E-2,3.042278290E-1,4.291858673E-1,5.263520401E-1
1.810908381E1,3.402725756E-1,1.115846634E-1,7.603206635E-1,8.404308860E-1
1.812759730E1,2.180534303E-1,3.863930702E-3,1.098983765E0,1.120414005E0
1.814625038E1,1.590740830E-1,-6.841671467E-2,1.342085838E0,1.353210925E0
1.816476756E1,3.234211206E-1,-1.163519621E-1,1.428329468E0,1.469103151E0
1.818332881E1,3.235212564E-1,-1.160402298E-1,1.325209618E0,1.369055101E0
1.820184236E1,1.686978936E-1,-2.120271921E-1,9.171857834E-1,9.563703628E-1
1.822040360E1,-9.988701344E-2,-2.275165915E-1,3.461847305E-1,4.261280119E-1
1.823898282E1,-1.484123468E-1,-2.417413592E-1,-3.332319260E-1,4.376169854E-1
1.825754407E1,4.634137079E-2,-3.594281673E-1,-1.005356789E0,1.068680683E0
1.827610532E1,2.771828175E-1,-4.072254300E-1,-1.350082397E0,1.437144859E0
1.829464861E1,4.639304280E-1,-4.577372670E-1,-1.199419022E0,1.365049756E0
1.831320986E1,4.702560306E-1,-4.249102473E-1,-7.885274887E-1,1.011664496E0
1.833181887E1,4.274168015E-1,-3.404739499E-1,-3.681888580E-1,6.589162829E-1
1.835038006E1,3.405580223E-1,-3.783425689E-1,-1.054639816E-1,5.198514378E-1
1.836894137E1,1.748674661E-1,-3.270350099E-1,1.552486420E-2,3.711759014E-1
1.838745486E1,-1.955174655E-2,-2.141395807E-1,-1.452255249E-1,2.594773283E-1
1.840601611E1,-1.482028514E-2,-2.274879813E-1,-5.286140442E-1,5.756763242E-1
1.842459538E1,5.295687169E-2,-4.317378998E-2,-7.790040970E-1,7.819947503E-1
1.844315657E1,5.737047642E-2,1.009763479E-1,-8.286228180E-1,8.367217990E-1
1.846169991E1,1.608110219E-1,6.003677845E-2,-9.255552292E-1,9.413379212E-1
1.848026116E1,1.845355779E-1,1.133980751E-1,-1.053714752E0,1.075744989E0
1.849887012E1,1.974155158E-1,2.480895519E-1,-1.032520294E0,1.080101601E0
1.851743137E1,3.629322648E-1,3.584074974E-1,-9.472179413E-1,1.075824145E0
1.853599381E1,5.211835504E-1,5.049557686E-1,-8.408498764E-1,1.110693988E0
1.855450616E1,4.096170664E-1,6.174396276E-1,-6.753854752E-1,1.002578363E0
1.857306741E1,1.799540073E-1,7.338886261E-1,-3.707151413E-1,8.416683885E-1
1.859162866E1,1.227657497E-2,8.436230421E-1,2.396392822E-2,8.440526176E-1
1.861018991E1,-4.594349861E-2,8.975440264E-1,2.432518005E-1,9.310572071E-1
1.862884230E1,8.508522809E-2,8.970913887E-1,2.830410004E-1,9.445235114E-1
1.864731241E1,4.333670139E-1,9.750384092E-1,3.603248596E-1,1.126206408E0
1.866587366E1,7.486212254E-1,8.790570498E-1,5.516471863E-1,1.279644347E0
1.868443491E1,6.610033512E-1,6.621245146E-1,6.522684097E-1,1.140521101E0
1.870299616E1,3.062150180E-1,4.507883787E-1,7.967796326E-1,9.653163122E-1
1.872155741E1,1.594538987E-1,2.447521687E-1,8.244552612E-1,8.746745953E-1
1.874011866E1,-4.960818589E-2,3.907836676E-1,7.503652573E-1,8.474791244E-1
1.875867991E1,1.781412959E-1,5.077673197E-1,7.442274094E-1,9.183879404E-1
1.877724116E1,7.798079848E-1,3.543627262E-1,8.656854630E-1,1.217819673E0
1.879580246E1,9.985492826E-1,5.331397057E-3,1.354151726E0,1.682514781E0
1.881436371E1,5.846753716E-1,-4.360391498E-1,1.846149445E0,1.985004585E0
1.883292496E1,-9.020379931E-2,-8.538055420E-1,1.918201447E0,2.101574985E0
