"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.760883167E0,6.847863197E-1,4.276634455E-1,3.731718063E-1,8.894298867E-1
5.779351240E0,5.616605282E-1,1.600144506E-1,9.084367752E-1,1.079965068E0
5.797911604E0,3.294593692E-1,-7.295662165E-2,1.803158760E0,1.834461136E0
5.816471969E0,1.163629889E-1,-1.938361228E-1,2.672836304E0,2.682380788E0
5.835032333E0,3.104636073E-2,-2.821610570E-1,2.840913773E0,2.855060385E0
5.853592646E0,4.101336002E-2,-2.718501091E-1,2.807144165E0,2.820574931E0
5.872153011E0,4.439452291E-2,-3.553690314E-1,2.608192444E0,2.632665160E0
5.890713375E0,-1.499307752E-1,-4.789015949E-1,1.909975052E0,1.974798895E0
5.909273740E0,-3.184303641E-1,-5.737797022E-1,1.262581825E0,1.422931449E0
5.927834052E0,-8.373549581E-2,-5.542081594E-1,1.288933754E0,1.405527851E0
5.946394417E0,3.197728097E-1,-4.686438441E-1,1.732521057E0,1.823049894E0
5.965002750E0,4.915225804E-1,-1.988921463E-1,1.835760117E0,1.910802904E0
5.983515094E0,1.588101685E-1,-1.635899544E-1,9.832191467E-1,1.009307799E0
6.002082542E0,-4.800443947E-1,-4.477711916E-1,-6.437091827E-1,9.194037051E-1
6.020635823E0,-9.407206774E-1,-6.837756634E-1,-1.769343376E0,2.117328631E0
6.039196136E0,-1.096095562E0,-8.711493611E-1,-1.860573292E0,2.328531654E0
6.057756500E0,-9.549038410E-1,-9.151276946E-1,-1.252682686E0,1.821678883E0
6.076316865E0,-6.112611294E-1,-7.601497769E-1,-9.293088913E-1,1.347250113E0
6.094877229E0,-1.772531569E-1,-5.828475952E-1,-7.515573502E-1,9.674546250E-1
6.113437542E0,6.410068274E-2,-5.002063513E-1,-7.158975601E-1,8.756852220E-1
6.131997906E0,-4.037138820E-2,-4.626560211E-1,-7.424039841E-1,8.756963620E-1
6.150558271E0,-3.775072694E-1,-3.489033878E-1,-6.762266159E-1,8.494278948E-1
6.169118636E0,-4.814479947E-1,-4.085864723E-1,-7.936067581E-1,1.014172946E0
6.187678948E0,-3.610446751E-1,-3.643204868E-1,-7.920341492E-1,9.436104959E-1
6.206239313E0,-1.586444676E-1,-3.793844879E-1,-6.249780655E-1,7.481298277E-1
6.224799677E0,-2.082064003E-1,-3.178484440E-1,-4.128952026E-1,5.611238605E-1
6.243363219E0,-2.207107097E-1,-2.682709098E-1,-6.223134995E-1,7.127107338E-1
6.261920354E0,-2.334477156E-1,-1.471299529E-1,-1.032786369E0,1.069014847E0
6.280480719E0,-2.457187772E-1,-6.278795004E-2,-1.504797935E0,1.526019944E0
6.299041031E0,-2.957702875E-1,5.802547932E-2,-1.773252010E0,1.798685551E0
6.317601396E0,-2.031974494E-1,1.806948185E-1,-1.624757767E0,1.647354735E0
6.336161761E0,-1.799342334E-1,1.934027076E-1,-9.206905365E-1,9.578371467E-1
6.354722125E0,-4.270533919E-1,5.811560154E-2,-5.864124298E-1,7.277578997E-1
6.373282438E0,-6.723216772E-1,-3.870362043E-2,-8.951559067E-1,1.120186817E0
6.391842802E0,-7.608958483E-1,1.470506191E-2,-1.162014961E0,1.389049136E0
6.410403167E0,-6.482777596E-1,3.846216202E-2,-1.179896355E0,1.346810603E0
6.428963531E0,-5.847401619E-1,1.195609570E-1,-1.037096024E0,1.196571787E0
6.447523844E0,-6.264647245E-1,1.590739489E-1,-9.118499756E-1,1.117690901E0
6.466084208E0,-7.375848293E-1,1.682158113E-1,-6.482706070E-1,9.962844571E-1
6.484662490E0,-7.583813667E-1,2.368122339E-1,-3.430404663E-1,8.653895614E-1
6.503204886E0,-6.575204134E-1,3.313923478E-1,-1.071453094E-1,7.440659242E-1
6.521768427E0,-5.662153959E-1,3.939942718E-1,2.164287567E-1,7.229611106E-1
6.540325615E0,-5.707557201E-1,3.780121803E-1,5.344762802E-1,8.685160877E-1
6.558885979E0,-5.865945220E-1,2.827073932E-1,7.683601379E-1,1.007171239E0
6.577446292E0,-6.319183111E-1,1.925799251E-1,1.125483513E0,1.305036749E0
6.596006656E0,-5.369552374E-1,1.128184199E-1,1.527929306E0,1.623458311E0
6.614567021E0,-3.470873237E-1,1.061276197E-1,1.847302437E0,1.882620242E0
6.633127333E0,3.778529912E-2,6.844377518E-2,2.038795471E0,2.040293913E0
6.651687698E0,4.402185678E-1,-1.009061933E-1,2.292000771E0,2.336074053E0
6.670248063E0,7.526900768E-1,-3.210880458E-1,2.115120888E0,2.267901289E0
6.688808375E0,8.312571049E-1,-5.926228762E-1,1.912719727E0,2.168106778E0
6.707368740E0,7.678052187E-1,-6.412013769E-1,2.725547791E0,2.903321343E0
6.725929104E0,8.307984471E-1,-4.556137323E-1,3.721562386E0,3.840291203E0
6.744489417E0,1.029017568E0,-4.666602612E-1,3.519328117E0,3.696257479E0
6.763053011E0,1.056476235E0,-6.922166348E-1,2.993790627E0,3.249321194E0
6.781610146E0,7.569373250E-1,-8.482059240E-1,2.751379967E0,2.976994982E0
6.800170511E0,2.174562812E-1,-6.769667864E-1,2.148685455E0,2.263276486E0
6.818717906E0,4.967784882E-2,-4.770151079E-1,5.274772644E-1,7.129120326E-1
6.837291188E0,2.226497531E-1,-3.329850435E-1,-9.014234543E-1,9.864158331E-1
6.856235354E0,5.624967217E-1,-1.477846503E-1,-1.002067566E0,1.158612218E0
6.875166761E0,5.910358429E-1,-2.138072252E-1,-6.298427582E-1,8.897970539E-1
6.894098219E0,3.576130867E-1,-4.676423073E-1,-9.071578979E-1,1.081439734E0
6.913029573E0,6.392252445E-2,-6.840959787E-1,-1.456894875E0,1.610781200E0
6.931961083E0,3.697508574E-2,-8.182687163E-1,-1.935558796E0,2.101741826E0
6.950892490E0,-9.940624237E-3,-8.327114582E-1,-1.957164288E0,2.126969496E0
6.969823844E0,3.956687450E-2,-6.617242098E-1,-1.552430153E0,1.688041423E0
6.988755250E0,-1.657009125E-4,-5.394300818E-1,-1.241350174E0,1.353489969E0
7.007686656E0,-3.128027916E-1,-5.527101159E-1,-1.144321442E0,1.308741999E0
7.026618011E0,-5.552666187E-1,-6.137451530E-1,-1.233160973E0,1.485156596E0
7.045549417E0,-5.599554777E-1,-6.200604439E-1,-1.458063126E0,1.680468140E0
7.064480823E0,-3.993429542E-1,-4.876656830E-1,-1.616966248E0,1.735474707E0
7.083215823E0,-2.861741781E-1,-3.117721677E-1,-1.761489391E0,1.811613209E0
7.101776136E0,-1.693409681E-1,-5.337494612E-2,-1.814320087E0,1.822987281E0
7.120336500E0,6.549704075E-2,1.251311898E-1,-1.849933147E0,1.855316773E0
7.138896865E0,2.647860050E-1,1.230576634E-1,-1.807919502E0,1.831345883E0
7.157457177E0,2.083742619E-1,8.269947767E-2,-1.653410912E0,1.668540284E0
7.176017542E0,8.663654327E-3,-4.644459486E-2,-1.564099312E0,1.564812710E0
7.194577906E0,-9.217810631E-2,-4.181319475E-2,-1.547833443E0,1.551139424E0
7.213138219E0,4.180663824E-2,1.199265718E-1,-1.366768837E0,1.372656997E0
7.231698583E0,2.514071465E-1,3.035096526E-1,-9.914941788E-1,1.066950968E0
7.250258948E0,3.888064027E-1,5.010203123E-1,-4.713859558E-1,7.901876305E-1
7.268819261E0,3.627479076E-1,5.698460937E-1,-1.232843399E-1,6.866655980E-1
7.287379625E0,1.188136935E-1,5.241326690E-1,-1.955518723E-1,5.719023371E-1
7.305939990E0,-3.376412392E-2,5.421506763E-1,-2.286863327E-1,5.893766288E-1
7.324549417E0,-5.887740850E-2,5.829626918E-1,1.519775391E-2,5.861254311E-1
7.343060667E0,-6.321257353E-2,6.777203083E-1,2.598485947E-1,7.285752795E-1
7.361713479E0,-4.428440332E-2,7.397788167E-1,6.164312363E-1,9.639612415E-1
7.380181344E0,-8.770227432E-2,7.211031914E-1,1.063512802E0,1.287921186E0
7.398741708E0,-1.576076746E-1,6.467279792E-1,1.303613663E0,1.463730112E0
7.417302073E0,-1.190365553E-1,5.218960643E-1,1.522839546E0,1.614182606E0
7.435862386E0,2.656579018E-2,4.318217039E-1,1.539539337E0,1.599173879E0
7.454422750E0,1.269302964E-1,3.304248452E-1,1.462506294E0,1.504731384E0
7.472983115E0,-3.712487221E-2,3.560873270E-1,1.564541817E0,1.604982099E0
7.491543427E0,-1.536437869E-1,1.689670086E-1,1.872809410E0,1.886682631E0
7.510103792E0,-2.479329109E-1,-1.873071790E-1,2.086033821E0,2.109049978E0
7.528664156E0,-4.494080245E-1,-4.013319910E-1,2.158335686E0,2.240858735E0
7.547224521E0,-3.690710366E-1,-5.775811076E-1,2.178115845E0,2.283418928E0
7.565832802E0,-1.134756207E-1,-6.812589765E-1,1.941718102E0,2.060888084E0
7.584345198E0,3.903025389E-2,-7.168611288E-1,1.262581825E0,1.452420774E0
7.602908636E0,-4.565048218E-2,-6.838786006E-1,8.816204071E-1,1.116704280E0
7.621465875E0,9.610652924E-4,-7.350167632E-1,9.268913269E-1,1.182953126E0
7.640026240E0,-9.350395203E-2,-5.876480937E-1,8.598537445E-1,1.045668080E0
7.658586552E0,-1.448026299E-1,-3.445052505E-1,3.667211533E-1,5.235800545E-1
7.677146917E0,-2.915935516E-1,-3.337087333E-1,-3.822689056E-1,5.852502322E-1
7.695707281E0,-5.268902779E-1,-5.900081992E-1,-7.848606110E-1,1.114329044E0
7.714267646E0,-5.643638372E-1,-8.877122402E-1,-7.488613129E-1,1.291252426E0
7.732827958E0,-6.274361014E-1,-1.084817886E0,-7.928953171E-1,1.482966248E0
7.751388323E0,-5.602824092E-1,-1.016500473E0,-1.105766296E0,1.603093476E0
7.769948636E0,-2.035699189E-1,-8.277204037E-1,-1.133998871E0,1.418631459E0
7.788509000E0,-2.043247223E-3,-4.759086668E-1,-9.135017395E-1,1.030038185E0
7.807069365E0,1.170594096E-1,-2.806607485E-1,-8.438653946E-1,8.969850419E-1
7.825629729E0,-1.291217804E-1,-1.524879336E-1,-7.838115692E-1,8.088792123E-1
7.844190042E0,-4.038943350E-1,-2.363408208E-1,-6.678018570E-1,8.154427863E-1
7.862796031E0,-5.571601391E-1,-3.262214661E-1,-3.862237930E-1,7.523408030E-1
7.881310719E0,-5.285930037E-1,-3.795400858E-1,-4.087696075E-1,7.684750044E-1
7.899886865E0,-4.499017000E-1,-2.974116802E-1,-4.159126282E-1,6.810642859E-1
7.918431448E0,-3.282321990E-1,-9.567362070E-2,-5.338954926E-1,6.339828192E-1
7.936991761E0,-2.117284387E-1,4.419398308E-2,-7.369832993E-1,7.680666789E-1
7.955552125E0,-2.142693400E-1,6.185835600E-2,-8.078870773E-1,8.381046092E-1
7.974112490E0,-4.824351668E-1,-2.747094631E-2,-7.788276672E-1,9.165538055E-1
7.992672802E0,-6.990286112E-1,-1.505176425E-1,-7.608795166E-1,1.044142806E0
8.011233167E0,-6.803025007E-1,-1.958538294E-1,-8.504228592E-1,1.106521240E0
8.029793531E0,-5.308601856E-1,-1.851449013E-1,-9.069499969E-1,1.067075193E0
8.048353844E0,-3.465304375E-1,-1.166225076E-1,-8.211879730E-1,8.989070254E-1
8.066914208E0,-2.740771472E-1,-1.100493073E-1,-8.068780899E-1,8.592330212E-1
8.085474573E0,-3.176163733E-1,-1.552318931E-1,-6.924810410E-1,7.775005423E-1
8.104034886E0,-4.572123289E-1,-2.332363725E-1,-4.108619690E-1,6.574571292E-1
8.122595250E0,-4.402357936E-1,-2.944092155E-1,-3.913545609E-1,6.585155521E-1
8.141247854E0,-3.806794584E-1,-3.051719666E-1,-7.802228928E-1,9.202143998E-1
8.159715927E0,-3.725188673E-1,-2.211143970E-1,-6.163234711E-1,7.533369127E-1
8.178276292E0,-2.488525510E-1,-6.276857853E-2,-3.794670105E-3,2.566746698E-1
8.196836604E0,-1.707002074E-1,4.076325893E-2,4.667129517E-1,4.986192769E-1
8.215396969E0,-8.571434021E-2,1.305782795E-2,4.035816193E-1,4.127899931E-1
8.233957333E0,-9.337894619E-2,-5.856108665E-2,3.453693390E-1,3.625313901E-1
8.252517646E0,-1.164574549E-1,-2.029435039E-1,4.160394669E-1,4.773229960E-1
8.271078011E0,-9.148374200E-3,-2.655586004E-1,5.382471085E-1,6.002624532E-1
8.289638375E0,1.214520484E-1,-2.343965173E-1,1.015346527E0,1.049104808E0
8.308198688E0,2.264091969E-1,-2.459403276E-1,1.526859283E0,1.563024965E0
8.326759052E0,4.199219942E-1,-3.164137602E-1,1.676576614E0,1.757088869E0
8.345319417E0,5.484393239E-1,-4.167109728E-1,1.240129471E0,1.418574930E0
8.363879729E0,5.755656958E-1,-4.522538483E-1,7.627773285E-1,1.057184310E0
8.382486761E0,5.075855851E-1,-3.654751778E-1,6.131486893E-1,8.758804410E-1
8.401000458E0,4.900293648E-1,-3.646768034E-1,7.303142548E-1,9.520907835E-1
8.419560771E0,4.386872947E-1,-5.098644495E-1,1.085457802E0,1.276960038E0
8.438121136E0,4.635692835E-1,-7.648938894E-1,1.279959679E0,1.561491570E0
8.456681448E0,4.773926735E-1,-9.174977541E-1,1.293007851E0,1.655770273E0
8.475241813E0,4.497927427E-1,-9.563226700E-1,9.801073074E-1,1.441345515E0
8.493802177E0,2.632339597E-1,-8.349238634E-1,4.187097549E-1,9.704163200E-1
8.512362490E0,3.431718349E-1,-6.342036724E-1,-2.628936768E-1,7.675247825E-1
8.530922854E0,3.605723977E-1,-4.789788127E-1,-8.145599365E-1,1.011405481E0
8.549483219E0,2.598963678E-1,-4.238333702E-1,-9.462852478E-1,1.068941822E0
8.568043531E0,1.079526544E-1,-4.555624723E-1,-9.006862640E-1,1.015099349E0
8.586603896E0,1.718823016E-1,-5.090939403E-1,-8.953056335E-1,1.044170648E0
8.605164208E0,3.864841759E-1,-5.566909313E-1,-9.394588470E-1,1.158385832E0
8.623770146E0,5.377420783E-1,-4.980171919E-1,-9.280996323E-1,1.182605849E0
8.642284938E0,4.953163862E-1,-3.822575808E-1,-9.888000488E-1,1.170121668E0
8.660846708E0,3.385453820E-1,-2.322849333E-1,-1.023859978E0,1.103113104E0
8.679405615E0,2.026829720E-1,-1.317414492E-1,-7.274236679E-1,7.665385765E-1
8.697965979E0,3.104519844E-2,-1.021909416E-1,-3.256464005E-1,3.427132490E-1
8.716526292E0,-1.913101822E-1,-1.223434210E-1,-3.154659271E-1,3.886981472E-1
8.735086656E0,-3.060538471E-1,-1.101909578E-1,-5.095090866E-1,6.044919469E-1
8.753646969E0,-3.345434666E-1,7.588356733E-3,-6.664733887E-1,7.457638312E-1
8.772207333E0,-2.106087357E-1,1.208052933E-1,-5.255374908E-1,5.789124396E-1
8.790767698E0,-1.383837014E-1,2.877450585E-1,-2.586936951E-1,4.109375809E-1
8.809328011E0,-1.294953376E-1,3.524598479E-1,-2.678184509E-1,4.612198061E-1
8.827888375E0,-2.704849541E-1,4.515197277E-1,-4.223842621E-1,6.748634230E-1
8.846448740E0,-2.497726977E-1,3.944534063E-1,-6.244878769E-1,7.797211031E-1
8.865009052E0,-3.034369349E-1,3.396258950E-1,-9.265584946E-1,1.032439037E0
8.883569417E0,-2.576172054E-1,3.326191902E-1,-1.236174583E0,1.305806169E0
8.902176448E0,-1.796847135E-1,4.713735878E-1,-1.368782997E0,1.458782557E0
8.920690094E0,-9.349992871E-2,5.761415958E-1,-1.218818665E0,1.351369791E0
8.939250458E0,-1.549779624E-1,5.863767266E-1,-9.998264313E-1,1.169405288E0
8.957810771E0,-3.312149942E-1,6.469954848E-1,-1.005622864E0,1.240799691E0
8.976371136E0,-4.145936668E-1,7.209711075E-1,-1.621993065E0,1.822785985E0
8.994931448E0,-4.691524208E-1,8.434672356E-1,-2.120616436E0,2.329925973E0
9.013491813E0,-5.728262663E-1,8.891835213E-1,-2.098927498E0,2.350377397E0
9.032052177E0,-5.504789352E-1,8.723493814E-1,-1.453297615E0,1.782160054E0
9.050612490E0,-4.141912162E-1,8.026535511E-1,-5.478000641E-1,1.056357892E0
9.069172854E0,-3.477658629E-1,7.222027779E-1,1.676826477E-1,8.189233286E-1
9.087733219E0,-4.886712432E-1,7.305343151E-1,3.706617355E-1,9.538711085E-1
9.106293531E0,-5.332306623E-1,6.865883470E-1,2.166576385E-1,8.959235625E-1
9.124853896E0,-6.174999475E-1,7.158103585E-1,3.556966782E-1,1.010054841E0
9.143460979E0,-3.635553718E-1,8.849032521E-1,5.796480179E-1,1.118578606E0
9.161974573E0,-5.123808980E-1,1.102422476E0,8.585863113E-1,1.488301029E0
9.180536188E0,-5.685620904E-1,9.790228605E-1,1.496859550E0,1.876789047E0
9.199082333E0,-1.961522549E-1,9.996306300E-1,2.681699753E0,2.868667054E0
9.217655615E0,-1.151415706E-1,1.187814355E0,3.472685814E0,3.672016787E0
9.236215927E0,-1.020738125E0,9.126699567E-1,3.890577316E0,4.124495681E0
9.254776292E0,-1.378990173E0,7.245941162E-1,3.734242439E0,4.046136074E0
9.273336656E0,-1.321017742E0,7.309314013E-1,4.034219742E0,4.307467645E0
9.291896969E0,-1.209213853E0,1.117944837E0,3.259982109E0,3.652325581E0
9.310457333E0,-1.030838132E0,1.241279721E0,2.483409882E0,2.961541362E0
9.329017646E0,-6.131203175E-1,3.911660910E-1,4.028422356E0,4.093545421E0
9.347578011E0,-1.149101973E0,-2.958173752E-1,5.394280434E0,5.523242224E0
9.366125406E0,-2.082224369E0,-5.573037267E-1,3.274559021E0,3.920329393E0
9.384698688E0,-2.896604061E0,-4.385412633E-1,-2.569065094E-1,2.940856080E0
9.403259052E0,-3.393591881E0,-3.381806910E-1,-4.977836609E-1,3.446537481E0
9.421911917E0,-3.049030304E0,-3.473053873E-1,3.364643097E0,4.553902721E0
9.440379729E0,-1.569593668E0,-7.755389214E-1,7.234332085E0,7.443160996E0
9.458940042E0,2.953134477E-1,-9.228495359E-1,8.094822884E0,8.152608099E0
9.477500406E0,4.072786570E-1,-1.341217160E0,6.783439636E0,6.926744739E0
9.496060771E0,-1.720145047E-1,-1.700233459E0,5.384901047E0,5.649561230E0
9.514621083E0,-1.376846731E-1,-1.889831543E0,4.955284119E0,5.305210743E0
9.533181448E0,3.435639143E-1,-1.462052822E0,5.237405777E0,5.448490974E0
9.551741761E0,4.434833229E-1,-9.472750425E-1,3.267904282E0,3.431210553E0
9.570302125E0,8.632112741E-1,-8.704504967E-1,-8.407821655E-1,1.486516875E0
9.588849521E0,8.916275501E-1,-9.934944510E-1,-3.951274395E0,4.170683428E0
9.607422802E0,6.511201262E-1,-1.079271078E0,-4.945938110E0,5.104026574E0
9.625983167E0,7.778390646E-1,-8.706266880E-1,-3.849017143E0,4.022183165E0
9.644530563E0,-6.405698061E-1,-1.858049929E-1,-3.372977734E0,3.438289104E0
9.663103844E0,-1.266894102E0,4.145070910E-1,-4.150258541E0,4.359069024E0
9.681664156E0,-7.113367319E-1,-3.625476062E-1,-6.477944374E0,6.526959784E0
9.700317333E0,6.478552818E-1,-1.403639317E0,-8.467334747E0,8.607303731E0
9.719248792E0,1.443306506E-1,-1.943157911E0,-9.558444023E0,9.755026712E0
9.738226708E0,6.268482208E-1,-1.779085994E0,-8.574821472E0,8.779843333E0
9.757111604E0,6.146969795E-1,-2.078951597E0,-7.578468323E0,7.882453567E0
9.776043011E0,7.019337416E-1,-2.501259565E0,-5.242982388E0,5.851313930E0
9.794961188E0,5.015309453E-1,-2.182044506E0,-2.275839806E0,3.192537915E0
9.813905771E0,1.805236459E0,-2.098997831E0,-5.839529037E-1,2.829429547E0
9.832850406E0,2.280625820E0,-2.580814362E0,2.536764145E-1,3.453434323E0
9.851781761E0,2.056805611E0,-2.311573505E0,-1.299919128E0,3.356130381E0
9.870713167E0,1.243624210E0,-1.857893467E0,-1.154442787E0,2.516169203E0
9.889644521E0,5.291724801E-1,-1.377349257E0,2.287664413E-1,1.493133810E0
9.908562750E0,9.590826631E-1,-1.044025540E0,1.425312996E0,2.010309931E0
9.927507333E0,1.918559551E0,-8.726089001E-1,1.860107422E0,2.811105951E0
9.946149052E0,1.910805225E0,-4.227976799E-1,3.039236069E0,3.614815399E0
9.964696500E0,1.234688520E0,-2.932802439E-1,4.127529144E0,4.318213274E0
9.983315354E0,5.565667748E-1,-5.845916271E-1,3.867411613E0,3.950745061E0
1.000183009E1,2.383386046E-1,-7.754611969E-1,2.003147125E0,2.161190358E0
1.002037749E1,-2.242640853E-1,-6.106013656E-1,6.856060028E-2,6.540863578E-1
1.003895077E1,-6.847094297E-1,-4.470235109E-1,-1.040260315E0,1.323177443E0
1.005751114E1,-6.819737554E-1,-3.506571054E-2,-1.445758820E0,1.598917250E0
1.007607145E1,-2.672464550E-1,1.319479346E-1,-1.212863922E0,1.248947484E0
1.009463181E1,-5.194732547E-1,3.438901901E-1,-1.268513680E0,1.413237376E0
1.011319213E1,-9.997069240E-1,3.485120535E-1,-1.792632580E0,2.081923666E0
1.013175249E1,-1.543474197E0,2.112167478E-1,-1.868645668E0,2.432850539E0
1.015031280E1,-1.694919705E0,3.398187160E-1,-1.225222588E0,2.118820416E0
1.016887317E1,-1.354035735E0,5.535036325E-1,-8.186759949E-1,1.676308274E0
1.018743353E1,-8.572391272E-1,6.634967327E-1,-7.408027649E-1,1.312964421E0
1.020599384E1,-3.030249476E-2,5.767376423E-1,-7.704296112E-1,9.628636119E-1
1.022455421E1,3.333347738E-1,5.082638860E-1,-6.582632065E-1,8.959657908E-1
1.024311452E1,-6.721845269E-2,2.512732148E-1,-1.665649414E-1,3.088695980E-1
1.026167489E1,-5.864219666E-1,1.113291979E-1,2.241945267E-1,6.376112444E-1
1.028023520E1,-6.178796291E-1,9.941846132E-2,-2.372665405E-1,6.692941639E-1
1.029879556E1,-3.309861422E-1,3.351967335E-1,-5.815668106E-1,7.484174180E-1
1.031735588E1,1.085212231E-1,6.561246514E-1,-3.523921967E-1,7.526331605E-1
1.033591624E1,2.437111437E-1,8.330477476E-1,1.008682251E-1,8.738066549E-1
1.035447660E1,5.079323053E-2,8.043067455E-1,3.144521713E-1,8.650834996E-1
1.037303692E1,-7.512381673E-2,6.802687645E-1,2.598943710E-1,7.320889727E-1
1.039159728E1,2.028413117E-1,5.465015173E-1,1.249513626E-1,5.961722479E-1
1.041015759E1,4.471480250E-1,5.323671699E-1,6.657218933E-2,6.984182244E-1
1.042871796E1,5.940787196E-1,6.787652969E-1,3.922071457E-1,9.836047471E-1
1.044727827E1,6.000044346E-1,8.002541661E-1,8.269653320E-1,1.297799566E0
1.046583864E1,4.855917096E-1,7.618352175E-1,9.034090042E-1,1.277630634E0
1.048439895E1,1.368108839E-1,7.375477552E-1,9.364795685E-1,1.199869948E0
1.050300494E1,-2.531820238E-1,5.032206774E-1,1.011978149E0,1.158202039E0
1.052151968E1,-3.400236964E-1,3.353711963E-1,1.042237282E0,1.146450394E0
1.054007999E1,-1.325833797E-1,2.874150872E-1,1.252762794E0,1.292130181E0
1.055864035E1,1.110004634E-1,3.067218065E-1,1.251594543E0,1.293401821E0
1.057720067E1,2.838947177E-1,3.348033428E-1,7.745990753E-1,8.903332054E-1
1.059576103E1,3.008705974E-1,3.117932677E-1,5.273542404E-1,6.825252032E-1
1.061432134E1,4.321905673E-1,1.541674137E-2,7.789306641E-1,8.909317268E-1
1.063288171E1,6.778574586E-1,-3.562423885E-1,1.099678993E0,1.340034799E0
1.065144202E1,8.805831075E-1,-7.955951691E-1,1.211136818E0,1.695656414E0
1.067000239E1,5.405379534E-1,-9.584581852E-1,1.273540497E0,1.683071231E0
1.068856275E1,1.489095092E-1,-1.059402227E0,1.163950920E0,1.580913934E0
1.070712306E1,-1.915749013E-1,-1.033541441E0,1.055331230E0,1.489507589E0
1.072568343E1,-2.894248962E-1,-8.635445833E-1,7.480497360E-1,1.178581531E0
1.074428931E1,-2.297136188E-1,-4.630239010E-1,1.794681549E-1,5.471455914E-1
1.076280410E1,-1.683403999E-1,-2.252617329E-1,-3.210191727E-1,4.267723606E-1
1.078136608E1,-2.876276076E-1,-2.947590351E-1,-2.852039337E-1,5.009529052E-1
1.079992478E1,-4.207474887E-1,-5.403869152E-1,6.048583984E-2,6.875354567E-1
1.081848509E1,-4.867261648E-1,-7.195476294E-1,5.102949142E-1,1.007497916E0
1.083704546E1,-3.481868804E-1,-6.065745354E-1,1.279878616E-1,7.110187503E-1
1.085560577E1,-1.385226399E-1,-2.200205028E-1,-6.899375916E-1,7.373000906E-1
1.087416614E1,-8.381614089E-2,2.666745186E-1,-1.172996521E0,1.205844635E0
1.089272650E1,-7.093946636E-2,4.961748123E-1,-9.374027252E-1,1.062989051E0
1.091128681E1,-2.465292960E-1,3.795929253E-1,-2.239227295E-1,5.049840310E-1
1.092984718E1,-5.557638407E-1,8.417508006E-2,2.357349396E-1,6.095324868E-1
1.094840749E1,-9.870913029E-1,-1.720119417E-1,3.515968323E-1,1.061865190E0
1.096696785E1,-1.049046993E0,-2.710006237E-1,-2.448244095E-1,1.110801478E0
1.098552817E1,-9.188598990E-1,-5.923253298E-2,-1.144446373E0,1.468866743E0
1.100408853E1,-4.862501621E-1,3.088217080E-1,-1.395174026E0,1.509410690E0
1.102269447E1,-1.658642292E-1,5.329523087E-1,-1.081807137E0,1.217314991E0
1.104120921E1,-2.111814320E-1,4.789038301E-1,-4.647665024E-1,6.999674117E-1
1.105976952E1,-5.651012659E-1,1.785992682E-1,-4.892539978E-2,5.946686759E-1
1.107832989E1,-8.043465614E-1,-1.040587425E-1,-2.608804703E-1,8.519743145E-1
1.109689020E1,-8.508987427E-1,-1.712808609E-1,-8.414106369E-1,1.208858000E0
1.111545056E1,-5.545886159E-1,-3.813612461E-2,-1.456155777E0,1.558657289E0
1.113401088E1,-3.376653790E-1,2.442611456E-1,-1.437384605E0,1.496581411E0
1.115257124E1,-2.020047754E-1,3.367525339E-1,-1.010119438E0,1.083766339E0
1.117113155E1,-2.187481970E-1,2.436735630E-1,-4.719657898E-1,5.744382349E-1
1.118969192E1,-2.840649486E-1,1.815958619E-1,-1.486825943E-1,3.684785827E-1
1.120825223E1,-3.677806258E-1,1.654174924E-1,-2.352027893E-1,4.668467496E-1
1.122681259E1,-4.373624921E-1,1.238072515E-1,-4.084186554E-1,6.110809955E-1
1.124537296E1,-4.180734754E-1,7.098513842E-2,-5.657749176E-1,7.070541550E-1
1.126397884E1,-3.317780495E-1,2.787160873E-1,-4.857244492E-1,6.509128759E-1
1.128249358E1,4.849594831E-2,6.067233682E-1,-2.671241760E-1,6.646957408E-1
1.130105567E1,5.279771090E-1,7.392877340E-1,2.143077850E-1,9.333991686E-1
1.131961431E1,5.176888704E-1,7.525752187E-1,8.144836426E-1,1.223827941E0
1.133817462E1,4.026599228E-2,5.246242881E-1,1.007824898E0,1.136909415E0
1.135673499E1,-5.329729319E-1,1.488757730E-1,9.152297974E-1,1.069518454E0
1.137529530E1,-7.994090915E-1,-1.339384913E-1,1.179151535E0,1.430871328E0
1.139385567E1,-6.913455129E-1,-3.504728079E-1,1.401096344E0,1.601206037E0
1.141241598E1,-3.612051010E-1,-3.789388537E-1,1.280800819E0,1.383659828E0
1.143097634E1,1.150926277E-1,-7.777929306E-2,9.927721024E-1,1.002443205E0
1.144953666E1,2.424878776E-1,-3.491413593E-2,7.444114685E-1,7.836885875E-1
1.146809702E1,1.665493548E-1,-2.443661392E-1,1.027387619E0,1.069101874E0
1.148665733E1,1.147281080E-1,-4.406902194E-1,1.957555771E0,2.009824620E0
1.150521770E1,5.246137381E-1,-7.774279118E-1,2.558942795E0,2.725399413E0
1.152377801E1,4.090542197E-1,-8.024070859E-1,2.178977013E0,2.357779317E0
1.154233838E1,1.811874062E-1,-5.715849996E-1,8.445568085E-1,1.035767585E0
1.156089869E1,1.172174364E-1,-4.222692251E-1,-3.877220154E-1,5.851321108E-1
